description,follow_count,followers_count,gender,profile_url,screen_name,user_id,verified,verified_reason
美国青少年题材影视爱好者社群，关注迪士尼、尼克、真人剧、动漫。报名加入请联系deefunbbs@gmail.com,311,783430,m,https://m.weibo.cn/u/1641949434?uid=1641949434&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,迪幻Deefun,1641949434,True,知名动漫博主 译制视频自媒体 微博签约自媒体
I ❤ Shanghai 喜歡摩天樓，更愛老建築,517,726,m,https://m.weibo.cn/u/1799900642?uid=1799900642&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,dondongWang,1799900642,False,
喜欢等，向来不怨，不惹~~~为了安置未来，改得多么客气----周期（柒）,296,14089,f,https://m.weibo.cn/u/1736050980?uid=1736050980&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,伦沙,1736050980,True,理财规划师 传媒人 《爱上夏天爱上她》演员 妆面模特
此号系迪士尼粉丝个人微博，与华特迪士尼公司及其相关企业无关,134,2808,m,https://m.weibo.cn/u/2893305223?uid=2893305223&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,SouthernSkyD23,2893305223,True,旅游博主
活泼，对计算机有特殊的爱好，喜欢看书，喜欢一个人漫步在雨中,226,61,f,https://m.weibo.cn/u/3771235765?uid=3771235765&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,LU露露smile,3771235765,False,
清纯娱乐圈里的一股独流,494,3132472,f,https://m.weibo.cn/u/6511184518?uid=6511184518&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,八组吃瓜少女,6511184518,True,微博娱评团成员 资深娱评人 知名娱乐博主 新鲜事作者 娱乐综艺视频自媒体
期待的地方只有远方,348,1099,f,https://m.weibo.cn/u/6189922166?uid=6189922166&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,可一可再-c,6189922166,False,
以梦为马，不负韶华💗,390,11889,f,https://m.weibo.cn/u/1810549210?uid=1810549210&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,什么鬼喔19,1810549210,True,九流霸主超话小主持人
保质期至头发变黑变长,412,468,f,https://m.weibo.cn/u/2714838143?uid=2714838143&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,没有名的田,2714838143,False,
,108,6481,f,https://m.weibo.cn/u/2652864734?uid=2652864734&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,芋头芋芋芋头,2652864734,False,
每天分享全国各地旅游攻略！微博素材均来自粉丝投稿及网上搜集和自己原创，如不小心侵犯，请原作者私信告知谢谢.欢迎大家投稿,399,124062,f,https://m.weibo.cn/u/5799656771?uid=5799656771&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,旅行菌吖,5799656771,True,知名旅游博主 台湾旅行攻略超话主持人
🌟欢迎转发～请勿擅自转载！谢谢你来到我的频道🌟 💋✨Instagram：FANTASYCHAN_ 💬💌 ❤️ 🌟B站：食反反的,693,22072,f,https://m.weibo.cn/u/1879479925?uid=1879479925&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,_稀飯的,1879479925,True,设计美学博主
搞笑幽默博主,207,68856,f,https://m.weibo.cn/u/6586580911?uid=6586580911&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,热点集,6586580911,True,知名搞笑幽默博主
胃❤️：luck86888888 上海小费最高的夜总会1200150020003000场模特：形象气质佳，身高162以上 全职兼职均可,156,30499,m,https://m.weibo.cn/u/6869391195?uid=6869391195&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,先生子墨,6869391195,False,
你有最美的年纪，别辜负最好的自己。,360,664,f,https://m.weibo.cn/u/1876518494?uid=1876518494&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,娜娜酱ing,1876518494,False,
上海迪士尼旅游相关咨询微信号：MagicDisney    微信公众号：SHDisneyResort 迪士尼门票 园区实时动态 美食分享 酒店住宿 旅游攻略 组团 心情,2927,14092,m,https://m.weibo.cn/u/5639785164?uid=5639785164&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,上海迪士尼度假区旅游,5639785164,False,
一条无所事事的咸鱼🐟,937,136,f,https://m.weibo.cn/u/3177052230?uid=3177052230&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,superwaterwoman,3177052230,False,
不讲道理的小可爱哦。,107,7013,f,https://m.weibo.cn/u/5887775699?uid=5887775699&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,吴三拾呀_,5887775699,False,
只要心中有白金，到哪里都是大神！投稿请私信哦！,1676,33883,m,https://m.weibo.cn/u/2306149033?uid=2306149033&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,鹅探长,2306149033,True,娱乐博主 头条文章作者
不喜就滚！是我发什么你看什么，不是你看什么我才发什么,132,15305,m,https://m.weibo.cn/u/6767146612?uid=6767146612&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,每天种瓜的贫穷博主,6767146612,False,
有趣一点,434,137089,f,https://m.weibo.cn/u/1955049503?uid=1955049503&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,kkk_kaya,1955049503,True,摄影博主
如果不是互相喜欢 你的喜欢就是别人的负担,823,301139,f,https://m.weibo.cn/u/5589947068?uid=5589947068&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,女王巧巧,5589947068,True,旅游博主 新鲜事作者 旅行视频自媒体 微博签约自媒体
旅行达人，旅行攻略分享,300,1019094,f,https://m.weibo.cn/u/5646593684?uid=5646593684&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,旅游民宿君,5646593684,True,旅游博主
深扒娱乐圈,109,2483853,f,https://m.weibo.cn/u/5751949769?uid=5751949769&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,毒舌扒姨太,5751949769,True,微博娱乐资讯博主 微博娱评团成员 娱乐综艺视频自媒体
你逆光而来 配得上这世间所有的美好  商业合作+vSanqyuan02 （备注来意）,147,41862,f,https://m.weibo.cn/u/5642476950?uid=5642476950&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,伊万娜evanna,5642476950,False,
,79,21,f,https://m.weibo.cn/u/6458191524?uid=6458191524&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,000shirley000000,6458191524,False,
小号（经常请吃药的凶悍姐姐～🚒💊💊,253,116,f,https://m.weibo.cn/u/5904686276?uid=5904686276&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,似越yx,5904686276,False,
,776,898,f,https://m.weibo.cn/u/2177377032?uid=2177377032&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,叫我阿vivivivivi頭,2177377032,False,
不定期清空，一切看心情。,231,1071,f,https://m.weibo.cn/u/1822215252?uid=1822215252&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,Aimee谭,1822215252,False,
不想介绍一下自己,495,3270,f,https://m.weibo.cn/u/2258478531?uid=2258478531&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,武怡彤_,2258478531,False,
轻微社恐 不善言辞 ❤️迪士尼专用❤️,209,99,f,https://m.weibo.cn/u/1698871832?uid=1698871832&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,oO圈儿了个圈Oo,1698871832,False,
带你逛遍全世界每个角落❤️,157,436710,f,https://m.weibo.cn/u/1317374141?uid=1317374141&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,曾经走过最遥远的路,1317374141,False,
哈哈，我不是鸟吧副总！哈哈哈哈…我是小混混…哈哈哈……,1370,1790,m,https://m.weibo.cn/u/1971092970?uid=1971092970&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,大兵Brian,1971092970,True,河南青译文化传播有限公司 艺术总监
画画，写字，做最真实的自己,71,33,f,https://m.weibo.cn/u/3479340215?uid=3479340215&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,喵喵的四月,3479340215,False,
无所谓路多长人海茫茫,786,236,f,https://m.weibo.cn/u/3044284882?uid=3044284882&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,还好9909,3044284882,False,
,304,552,f,https://m.weibo.cn/u/1812737632?uid=1812737632&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,Jenary永远不撒花了,1812737632,False,
用自己的双手创造美好的事物。,143,203,f,https://m.weibo.cn/u/5112060351?uid=5112060351&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,兜兜-Sunrise,5112060351,False,
泉/感谢关注互动！滚 去 学 习/我永远喜欢美好事物/对自己狠一点求求了,857,3407,f,https://m.weibo.cn/u/2238657905?uid=2238657905&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,-沸废泉-,2238657905,False,
# 聪明龟的糊涂猪🐽,802,467,f,https://m.weibo.cn/u/5678889725?uid=5678889725&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,应钟十七与石榴熊,5678889725,False,
愿你三冬暖，愿你春不寒，愿你黑天有灯，下雨有伞，路上有良人相伴。,109,47,m,https://m.weibo.cn/u/5486415073?uid=5486415073&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,愿良人陪伴,5486415073,False,
多做事 少说话。多管自己 少八卦,315,671,f,https://m.weibo.cn/u/2134530564?uid=2134530564&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,cool和cool,2134530564,False,
分享一切看到的美,391,13845,f,https://m.weibo.cn/u/2494539884?uid=2494539884&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,写真铺_,2494539884,False,
人生就像一场旅行，不必在乎目的地，在乎的是沿途的风景以及看风景的心情，让心灵去旅行!,675,1492348,f,https://m.weibo.cn/u/5030334303?uid=5030334303&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,-叮当猫爱旅行-,5030334303,True,知名旅游博主
"全世界都在催你长大,只有迪士尼依旧守护着你的童心。The whole world is urging you to grow up, but Disney still guards your childlike innocence.",181,52,f,https://m.weibo.cn/u/2601899841?uid=2601899841&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,上海迪士尼女孩,2601899841,False,
我们总是习惯用一辈子去怀念那一份短暂！😝 😝,509,271,f,https://m.weibo.cn/u/5255602609?uid=5255602609&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,我是AAAAlisaaaa,5255602609,False,
太刻意就不美,1341,1557,f,https://m.weibo.cn/u/1910206033?uid=1910206033&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,酒心酒心呐,1910206033,False,
我的地盘我做主,38,629273,m,https://m.weibo.cn/u/6092155691?uid=6092155691&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,瓜酱课代表,6092155691,False,
请同时关注➕微信 公众号EASY Idol画报 以及工作联系：easyeasy2019@163.com。,339,1022726,f,https://m.weibo.cn/u/1764457643?uid=1764457643&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,EASYMEDIA,1764457643,True,Easy音乐世界
wechat：rubylulu1989   •ᴗ•,328,15935,f,https://m.weibo.cn/u/1774638992?uid=1774638992&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,Little_Miya,1774638992,True,母婴育儿博主
就这样吧，从此山水不相逢。,146,220,f,https://m.weibo.cn/u/2957823845?uid=2957823845&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,piu-s,2957823845,False,
自先沉稳而后爱人,97,1468,f,https://m.weibo.cn/u/5605507128?uid=5605507128&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,张小琪x,5605507128,False,
旅游攻略分享，寻找旅游乐趣。,651,1011518,m,https://m.weibo.cn/u/3224109840?uid=3224109840&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,旅行美食小马甲,3224109840,True,摄影师 马蜂窝攻略作者 知名旅游博主 微博故事原创作者 新鲜事作者 美食视频自媒体
不想成为技术大牛的吃货不是好嬷嬷(｡•ˇ‸ˇ•｡),552,340,f,https://m.weibo.cn/u/1705461565?uid=1705461565&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,叫我吴嬷嬷,1705461565,False,
,1183,5100,f,https://m.weibo.cn/u/1769932393?uid=1769932393&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,QQQiuxy,1769932393,True,微博vlog博主
投资赚钱，旅行花钱。希望一直在赚钱，一直在花钱。,414,542729,m,https://m.weibo.cn/u/2311671004?uid=2311671004&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,投资旅行,2311671004,True,旅游博主
投稿请私信,46,412198,f,https://m.weibo.cn/u/6128920002?uid=6128920002&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,笑到拔胸毛,6128920002,True,知名搞笑幽默博主 搞笑视频自媒体
我爱你胜于昨日 略窥明朝 ❤️,914,824,f,https://m.weibo.cn/u/5416806444?uid=5416806444&luicode=10000011&lfid=100103type%3D1%26q%3D%E4%B8%8A%E6%B5%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,JiaJiazhou-,5416806444,False,
